Nicotine Experiment Craving Levels 
Nicotine_wLikertFaces_cravePlot_40min_10Puff
12	FP
Craving Level:	30	10:00:01 at 116.5682 s
Craving Level:	30	10:00:01 at 116.7358 s
Craving Level:	30	10:00:01 at 116.9578 s
Craving Level:	30	10:00:01 at 117.1272 s
Craving Level:	30	10:00:02 at 117.3499 s
Craving Level:	30	10:00:02 at 117.5731 s
Craving Level:	30	10:00:02 at 117.7398 s
Craving Level:	30	10:00:02 at 117.9616 s
Craving Level:	30	10:00:02 at 118.1303 s
Craving Level:	30	10:00:03 at 118.3517 s
Craving Level:	30	10:00:03 at 118.5741 s
Craving Level:	30	10:00:03 at 118.7409 s
Craving Level:	30	10:00:03 at 118.9626 s
Craving Level:	30	10:00:03 at 119.131 s
Craving Level:	30	10:00:04 at 119.353 s
Craving Level:	30	10:00:04 at 119.576 s
Craving Level:	30	10:00:04 at 119.7444 s
Craving Level:	30	10:00:04 at 119.9658 s
Craving Level:	30	10:00:04 at 120.1346 s
Craving Level:	30	10:00:05 at 120.3566 s
Craving Level:	30	10:00:05 at 120.5272 s
Craving Level:	30	10:00:05 at 120.7449 s
Craving Level:	30	10:00:05 at 120.9686 s
Craving Level:	30	10:00:05 at 121.1372 s
Craving Level:	30	10:00:06 at 121.3595 s
Craving Level:	30	10:00:06 at 121.5265 s
Craving Level:	30	10:00:06 at 121.7497 s
Craving Level:	30	10:00:06 at 121.9725 s
Craving Level:	30	10:00:06 at 122.141 s
Craving Level:	30	10:00:07 at 122.3628 s
Craving Level:	30	10:00:07 at 122.5296 s
Craving Level:	30	10:00:07 at 122.7523 s
Craving Level:	30	10:00:07 at 122.9745 s
Craving Level:	30	10:00:07 at 123.1436 s
Craving Level:	30	10:00:08 at 123.366 s
Craving Level:	30	10:00:08 at 123.5345 s
Craving Level:	30	10:00:08 at 123.7573 s
Craving Level:	30	10:00:08 at 123.9269 s
Craving Level:	30	10:00:08 at 124.1479 s
Craving Level:	30	10:00:09 at 124.3694 s
Craving Level:	30	10:00:09 at 124.5358 s
Craving Level:	30	10:00:09 at 124.7576 s
Craving Level:	30	10:00:09 at 124.9283 s
Craving Level:	30	10:00:09 at 125.1488 s
Craving Level:	30	10:00:10 at 125.3703 s
Craving Level:	30	10:00:10 at 125.5387 s
Craving Level:	30	10:00:10 at 125.762 s
Craving Level:	30	10:00:10 at 125.9306 s
Craving Level:	30	10:00:10 at 126.154 s
Craving Level:	30	10:00:11 at 126.3256 s
Craving Level:	30	10:00:11 at 126.5438 s
Craving Level:	30	10:00:11 at 126.7669 s
Craving Level:	30	10:00:11 at 126.9348 s
Craving Level:	30	10:00:11 at 127.1586 s
Craving Level:	30	10:00:12 at 127.3266 s
Craving Level:	30	10:00:12 at 127.549 s
Craving Level:	30	10:00:12 at 127.7699 s
Craving Level:	30	10:00:12 at 127.9378 s
Craving Level:	30	10:00:12 at 128.1626 s
Craving Level:	30	10:00:13 at 128.3295 s
Craving Level:	30	10:00:13 at 128.5521 s
Craving Level:	30	10:00:13 at 128.7737 s
Craving Level:	30	10:00:13 at 128.9406 s
Craving Level:	30	10:00:13 at 129.1645 s
Craving Level:	30	10:00:14 at 129.3327 s
Craving Level:	30	10:00:14 at 129.5544 s
Craving Level:	30	10:00:14 at 129.7261 s
Craving Level:	30	10:00:14 at 129.944 s
Craving Level:	30	10:00:14 at 130.1677 s
Craving Level:	30	10:00:15 at 130.3351 s
Craving Level:	30	10:00:15 at 130.5575 s
Craving Level:	30	10:00:15 at 130.7274 s
Craving Level:	30	10:00:15 at 130.9459 s
Craving Level:	30	10:00:15 at 131.1705 s
Craving Level:	30	10:00:16 at 131.3379 s
Craving Level:	30	10:00:16 at 131.5596 s
Craving Level:	30	10:00:16 at 131.7271 s
Craving Level:	30	10:00:16 at 131.9511 s
Craving Level:	30	10:00:16 at 132.1757 s
Craving Level:	30	10:00:17 at 132.3422 s
Craving Level:	30	10:00:17 at 132.566 s
Craving Level:	30	10:00:17 at 132.7326 s
Craving Level:	30	10:00:17 at 132.9543 s
Craving Level:	30	10:00:17 at 133.126 s
Craving Level:	30	10:00:18 at 133.3464 s
Craving Level:	30	10:00:18 at 133.5684 s
Craving Level:	30	10:00:18 at 133.7363 s
Craving Level:	30	10:00:18 at 133.9596 s
Craving Level:	30	10:00:18 at 134.1317 s
Craving Level:	30	10:00:19 at 134.3542 s
Craving Level:	30	10:00:19 at 134.5761 s
Craving Level:	30	10:00:19 at 134.7432 s
Craving Level:	30	10:00:19 at 134.9661 s
Craving Level:	30	10:00:19 at 135.135 s
Craving Level:	30	10:00:20 at 135.3573 s
Craving Level:	30	10:00:20 at 135.5253 s
Craving Level:	30	10:00:20 at 135.7462 s
Craving Level:	30	10:00:20 at 135.9694 s
Craving Level:	30	10:00:20 at 136.1384 s
Craving Level:	30	10:00:21 at 136.3616 s
Craving Level:	30	10:00:21 at 136.5293 s
Craving Level:	30	10:00:21 at 136.7511 s
Craving Level:	30	10:00:21 at 136.9728 s
Craving Level:	30	10:00:21 at 137.142 s
Craving Level:	30	10:00:22 at 137.3644 s
Craving Level:	30	10:00:22 at 137.5318 s
Craving Level:	30	10:00:22 at 137.7539 s
Craving Level:	30	10:00:22 at 137.9756 s
Craving Level:	30	10:00:22 at 138.1449 s
Craving Level:	30	10:00:23 at 138.3676 s
Craving Level:	30	10:00:23 at 138.5337 s
Craving Level:	30	10:00:23 at 138.7557 s
Craving Level:	30	10:00:23 at 138.9267 s
Craving Level:	30	10:00:23 at 139.147 s
Craving Level:	30	10:00:24 at 139.3687 s
Craving Level:	30	10:00:24 at 139.5358 s
Craving Level:	30	10:00:24 at 139.7586 s
Craving Level:	30	10:00:24 at 139.926 s
Craving Level:	30	10:00:24 at 140.1496 s
Craving Level:	30	10:00:25 at 140.3717 s
Craving Level:	30	10:00:25 at 140.5393 s
Craving Level:	30	10:00:25 at 140.7622 s
Craving Level:	30	10:00:25 at 140.9297 s
Craving Level:	30	10:00:25 at 141.154 s
Craving Level:	30	10:00:26 at 141.3761 s
Craving Level:	30	10:00:26 at 141.5439 s
Craving Level:	30	10:00:26 at 141.7665 s
Craving Level:	30	10:00:26 at 141.9338 s
Craving Level:	30	10:00:26 at 142.1575 s
Craving Level:	30	10:00:27 at 142.3265 s
Craving Level:	30	10:00:27 at 142.5486 s
Craving Level:	30	10:00:27 at 142.7703 s
Craving Level:	30	10:00:27 at 142.937 s
Craving Level:	30	10:00:27 at 143.1627 s
Craving Level:	30	10:00:28 at 143.3301 s
Craving Level:	30	10:00:28 at 143.5528 s
Craving Level:	30	10:00:28 at 143.775 s
Craving Level:	30	10:00:28 at 143.9424 s
Craving Level:	30	10:00:28 at 144.1668 s
Craving Level:	30	10:00:29 at 144.3347 s
Craving Level:	30	10:00:29 at 144.5573 s
Craving Level:	30	10:00:29 at 144.7277 s
Craving Level:	30	10:00:29 at 144.9458 s
Craving Level:	30	10:00:29 at 145.1692 s
Craving Level:	30	10:00:30 at 145.3368 s
Craving Level:	30	10:00:30 at 145.5605 s
Craving Level:	30	10:00:30 at 145.7272 s
Craving Level:	30	10:00:30 at 145.9501 s
Craving Level:	30	10:00:30 at 146.1743 s
Craving Level:	30	10:00:31 at 146.3419 s
Craving Level:	30	10:00:31 at 146.5643 s
Craving Level:	30	10:00:31 at 146.7311 s
Craving Level:	30	10:00:31 at 146.9536 s
Craving Level:	30	10:00:31 at 147.1273 s
Craving Level:	30	10:00:32 at 147.3461 s
Craving Level:	30	10:00:32 at 147.5684 s
Craving Level:	30	10:00:32 at 147.7352 s
Craving Level:	30	10:00:32 at 147.9575 s
Craving Level:	30	10:00:32 at 148.1268 s
Craving Level:	30	10:00:33 at 148.3491 s
Craving Level:	30	10:00:33 at 148.5708 s
Craving Level:	30	10:00:33 at 148.7381 s
Craving Level:	30	10:00:33 at 148.9605 s
Craving Level:	30	10:00:33 at 149.1299 s
Craving Level:	30	10:00:34 at 149.3516 s
Craving Level:	30	10:00:34 at 149.5733 s
Craving Level:	30	10:00:34 at 149.7404 s
Craving Level:	30	10:00:34 at 149.9622 s
Craving Level:	30	10:00:34 at 150.1303 s
Craving Level:	30	10:00:35 at 150.3539 s
Craving Level:	30	10:00:35 at 150.5761 s
Craving Level:	30	10:00:35 at 150.7433 s
Craving Level:	30	10:00:35 at 150.9661 s
Craving Level:	30	10:00:35 at 151.1348 s
Craving Level:	30	10:00:36 at 151.3569 s
Craving Level:	30	10:00:36 at 151.5261 s
Craving Level:	30	10:00:36 at 151.7478 s
Craving Level:	30	10:00:36 at 151.9705 s
Craving Level:	30	10:00:36 at 152.1403 s
Craving Level:	30	10:00:37 at 152.3635 s
Craving Level:	30	10:00:37 at 152.5307 s
Craving Level:	30	10:00:37 at 152.7526 s
Craving Level:	30	10:00:37 at 152.9752 s
Craving Level:	30	10:00:37 at 153.1461 s
Craving Level:	30	10:00:38 at 153.3677 s
Craving Level:	30	10:00:38 at 153.5348 s
Craving Level:	30	10:00:38 at 153.7568 s
Craving Level:	30	10:00:38 at 153.927 s
Craving Level:	30	10:00:38 at 154.1484 s
Craving Level:	30	10:00:39 at 154.3705 s
Craving Level:	30	10:00:39 at 154.538 s
Craving Level:	30	10:00:39 at 154.7598 s
Craving Level:	30	10:00:39 at 154.9276 s
Craving Level:	30	10:00:39 at 155.1513 s
Craving Level:	30	10:00:40 at 155.3739 s
Craving Level:	30	10:00:40 at 155.5415 s
Craving Level:	30	10:00:40 at 155.7632 s
Craving Level:	30	10:00:40 at 155.9302 s
Craving Level:	30	10:00:40 at 156.1536 s
Craving Level:	30	10:00:41 at 156.3258 s
Craving Level:	30	10:00:41 at 156.5439 s
Craving Level:	30	10:00:41 at 156.7661 s
Craving Level:	30	10:00:41 at 156.9331 s
Craving Level:	30	10:00:41 at 157.1583 s
Craving Level:	30	10:00:42 at 157.3265 s
Craving Level:	30	10:00:42 at 157.5468 s
Craving Level:	30	10:00:42 at 157.7695 s
Craving Level:	30	10:00:42 at 157.9369 s
Craving Level:	30	10:00:42 at 158.1623 s
Craving Level:	30	10:00:43 at 158.331 s
Craving Level:	30	10:00:43 at 158.5538 s
Craving Level:	30	10:00:43 at 158.7757 s
Craving Level:	30	10:00:43 at 158.9432 s
Craving Level:	30	10:00:43 at 159.1674 s
Craving Level:	30	10:00:44 at 159.3342 s
Craving Level:	30	10:00:44 at 159.5573 s
Craving Level:	30	10:00:44 at 159.7262 s
Craving Level:	30	10:00:44 at 159.9467 s
Craving Level:	30	10:00:44 at 160.1724 s
Craving Level:	30	10:00:45 at 160.3389 s
Craving Level:	30	10:00:45 at 160.5618 s
Craving Level:	30	10:00:45 at 160.7284 s
Craving Level:	30	10:00:45 at 160.951 s
Craving Level:	30	10:00:45 at 161.1263 s
Craving Level:	30	10:00:46 at 161.3443 s
Craving Level:	30	10:00:46 at 161.5679 s
Craving Level:	30	10:00:46 at 161.7344 s
Craving Level:	30	10:00:46 at 161.9561 s
Craving Level:	30	10:00:46 at 162.126 s
Craving Level:	30	10:00:47 at 162.3485 s
Craving Level:	30	10:00:47 at 162.5715 s
Craving Level:	30	10:00:47 at 162.7383 s
Craving Level:	30	10:00:47 at 162.961 s
Craving Level:	30	10:00:47 at 163.13 s
Craving Level:	30	10:00:48 at 163.3515 s
Craving Level:	30	10:00:48 at 163.5741 s
Craving Level:	30	10:00:48 at 163.7412 s
Craving Level:	30	10:00:48 at 163.9643 s
Craving Level:	30	10:00:48 at 164.1331 s
Craving Level:	30	10:00:49 at 164.3555 s
Craving Level:	30	10:00:49 at 164.5276 s
Craving Level:	30	10:00:49 at 164.7468 s
Craving Level:	30	10:00:49 at 164.9688 s
Craving Level:	30	10:00:49 at 165.1391 s
Craving Level:	30	10:00:50 at 165.3615 s
Craving Level:	30	10:00:50 at 165.5283 s
Craving Level:	30	10:00:50 at 165.7506 s
Craving Level:	30	10:00:50 at 165.9723 s
Craving Level:	30	10:00:50 at 166.1427 s
Craving Level:	30	10:00:51 at 166.3648 s
Craving Level:	30	10:00:51 at 166.5338 s
Craving Level:	30	10:00:51 at 166.757 s
Craving Level:	30	10:00:51 at 166.9272 s
Craving Level:	30	10:00:51 at 167.1473 s
Craving Level:	30	10:00:52 at 167.3692 s
Craving Level:	30	10:00:52 at 167.5361 s
Craving Level:	30	10:00:52 at 167.7576 s
Craving Level:	30	10:00:52 at 167.9261 s
Craving Level:	30	10:00:52 at 168.1505 s
Craving Level:	30	10:00:53 at 168.3743 s
Craving Level:	30	10:00:53 at 168.5432 s
Craving Level:	30	10:00:53 at 168.7666 s
Craving Level:	30	10:00:53 at 168.9339 s
Craving Level:	30	10:00:53 at 169.1582 s
Craving Level:	30	10:00:54 at 169.3263 s
Craving Level:	30	10:00:54 at 169.5485 s
Craving Level:	30	10:00:54 at 169.7708 s
Craving Level:	30	10:00:54 at 169.9384 s
Craving Level:	30	10:00:54 at 170.1629 s
Craving Level:	30	10:00:55 at 170.3302 s
Craving Level:	30	10:00:55 at 170.5524 s
Craving Level:	30	10:00:55 at 170.7746 s
Craving Level:	30	10:00:55 at 170.9412 s
Craving Level:	30	10:00:55 at 171.1654 s
Craving Level:	30	10:00:56 at 171.3334 s
Craving Level:	30	10:00:56 at 171.556 s
Craving Level:	30	10:00:56 at 171.7272 s
Craving Level:	30	10:00:56 at 171.9453 s
Craving Level:	30	10:00:56 at 172.1694 s
Craving Level:	30	10:00:57 at 172.3374 s
Craving Level:	30	10:00:57 at 172.5594 s
Craving Level:	30	10:00:57 at 172.7268 s
Craving Level:	30	10:00:57 at 172.9497 s
Craving Level:	30	10:00:57 at 173.1759 s
Craving Level:	30	10:00:58 at 173.3435 s
Craving Level:	30	10:00:58 at 173.5656 s
Craving Level:	30	10:00:58 at 173.7326 s
Craving Level:	30	10:00:58 at 173.9542 s
Craving Level:	30	10:00:58 at 174.1267 s
Craving Level:	30	10:00:59 at 174.3456 s
Craving Level:	30	10:00:59 at 174.5685 s
Craving Level:	30	10:00:59 at 174.7358 s
Craving Level:	30	10:00:59 at 174.9582 s
Craving Level:	30	10:00:59 at 175.1282 s
Craving Level:	30	10:01:00 at 175.3498 s
Craving Level:	30	10:01:00 at 175.5744 s
Craving Level:	30	10:01:00 at 175.7408 s
Craving Level:	30	10:01:00 at 175.9628 s
Craving Level:	30	10:01:00 at 176.1308 s
Craving Level:	30	10:01:01 at 176.3531 s
Craving Level:	30	10:01:01 at 176.5758 s
Craving Level:	30	10:01:01 at 176.7424 s
Craving Level:	30	10:01:01 at 176.9645 s
Craving Level:	30	10:01:01 at 177.1357 s
Craving Level:	30	10:01:02 at 177.3598 s
Craving Level:	30	10:01:02 at 177.5272 s
Craving Level:	30	10:01:02 at 177.7491 s
Craving Level:	30	10:01:02 at 177.9719 s
Craving Level:	30	10:01:02 at 178.1407 s
Craving Level:	30	10:01:03 at 178.3635 s
Craving Level:	30	10:01:03 at 178.5313 s
Craving Level:	30	10:01:03 at 178.7534 s
Craving Level:	30	10:01:03 at 178.976 s
Craving Level:	30	10:01:03 at 179.1454 s
Craving Level:	30	10:01:04 at 179.3693 s
Craving Level:	30	10:01:04 at 179.5358 s
Craving Level:	30	10:01:04 at 179.7584 s
Craving Level:	30	10:01:04 at 179.9261 s
Craving Level:	30	10:01:04 at 180.1672 s
Craving Level:	30	10:01:05 at 180.3351 s
Craving Level:	30	10:01:05 at 180.5566 s
Craving Level:	30	10:01:05 at 180.7272 s
Craving Level:	30	10:01:05 at 180.9459 s
Craving Level:	30	10:01:05 at 181.1701 s
Craving Level:	30	10:01:06 at 181.3366 s
Craving Level:	30	10:01:06 at 181.5587 s
Craving Level:	30	10:01:06 at 181.7261 s
Craving Level:	30	10:01:06 at 181.9476 s
Craving Level:	30	10:01:06 at 182.1712 s
Craving Level:	30	10:01:07 at 182.3379 s
Craving Level:	30	10:01:07 at 182.5595 s
Craving Level:	30	10:01:07 at 182.7278 s
Craving Level:	30	10:01:07 at 182.9497 s
Craving Level:	30	10:01:07 at 183.126 s
Craving Level:	30	10:01:08 at 183.3447 s
Craving Level:	30	10:01:08 at 183.5668 s
Craving Level:	30	10:01:08 at 183.7339 s
Craving Level:	30	10:01:08 at 183.9568 s
Craving Level:	30	10:01:08 at 184.1253 s
Craving Level:	30	10:01:09 at 184.3475 s
Craving Level:	30	10:01:09 at 184.5696 s
Craving Level:	30	10:01:09 at 184.737 s
Craving Level:	30	10:01:09 at 184.9604 s
Craving Level:	30	10:01:09 at 185.131 s
Craving Level:	30	10:01:10 at 185.3525 s
Craving Level:	30	10:01:10 at 185.5741 s
Craving Level:	30	10:01:10 at 185.7424 s
Craving Level:	30	10:01:10 at 185.9644 s
Craving Level:	30	10:01:10 at 186.1346 s
Craving Level:	30	10:01:11 at 186.3583 s
Craving Level:	30	10:01:11 at 186.5261 s
Craving Level:	30	10:01:11 at 186.7474 s
Craving Level:	30	10:01:11 at 186.9691 s
Craving Level:	30	10:01:11 at 187.1375 s
Craving Level:	30	10:01:12 at 187.3607 s
Craving Level:	30	10:01:12 at 187.5283 s
Craving Level:	30	10:01:12 at 187.7506 s
Craving Level:	30	10:01:12 at 187.9727 s
Craving Level:	30	10:01:12 at 188.1418 s
Craving Level:	30	10:01:13 at 188.3639 s
Craving Level:	30	10:01:13 at 188.5317 s
Craving Level:	30	10:01:13 at 188.753 s
Craving Level:	30	10:01:13 at 188.9259 s
Craving Level:	30	10:01:13 at 189.1476 s
Craving Level:	30	10:01:14 at 189.3714 s
Craving Level:	30	10:01:14 at 189.5385 s
Craving Level:	30	10:01:14 at 189.7602 s
Craving Level:	30	10:01:14 at 189.9267 s
Craving Level:	30	10:01:14 at 190.1507 s
Craving Level:	30	10:01:15 at 190.3733 s
Craving Level:	30	10:01:15 at 190.5408 s
Craving Level:	30	10:01:15 at 190.7625 s
Craving Level:	30	10:01:15 at 190.9301 s
Craving Level:	30	10:01:15 at 191.155 s
Craving Level:	30	10:01:16 at 191.3269 s
Craving Level:	30	10:01:16 at 191.5473 s
Craving Level:	30	10:01:16 at 191.7696 s
Craving Level:	30	10:01:16 at 191.9364 s
Craving Level:	30	10:01:16 at 192.1611 s
Craving Level:	30	10:01:17 at 192.3283 s
Craving Level:	30	10:01:17 at 192.5513 s
Craving Level:	30	10:01:17 at 192.7736 s
Craving Level:	30	10:01:17 at 192.9405 s
Craving Level:	30	10:01:17 at 193.1654 s
Craving Level:	30	10:01:18 at 193.3324 s
Craving Level:	30	10:01:18 at 193.5547 s
Craving Level:	30	10:01:18 at 193.7267 s
Craving Level:	30	10:01:18 at 193.9442 s
Craving Level:	30	10:01:18 at 194.1708 s
Craving Level:	30	10:01:19 at 194.339 s
Craving Level:	30	10:01:19 at 194.5609 s
Craving Level:	30	10:01:19 at 194.7279 s
Craving Level:	30	10:01:19 at 194.9515 s
Craving Level:	30	10:01:19 at 195.1761 s
Craving Level:	30	10:01:20 at 195.3428 s
Craving Level:	30	10:01:20 at 195.5662 s
Craving Level:	30	10:01:20 at 195.7341 s
Craving Level:	30	10:01:20 at 195.9575 s
Craving Level:	30	10:01:20 at 196.127 s
Craving Level:	30	10:01:21 at 196.3495 s
Craving Level:	30	10:01:21 at 196.5713 s
Craving Level:	30	10:01:21 at 196.7395 s
Craving Level:	30	10:01:21 at 196.9622 s
Craving Level:	30	10:01:21 at 197.1312 s
Craving Level:	30	10:01:22 at 197.3528 s
Craving Level:	30	10:01:22 at 197.5264 s
Craving Level:	30	10:01:22 at 197.7447 s
Craving Level:	30	10:01:22 at 197.9668 s
Craving Level:	30	10:01:22 at 198.1364 s
Craving Level:	30	10:01:23 at 198.3588 s
Craving Level:	30	10:01:23 at 198.5262 s
Craving Level:	30	10:01:23 at 198.749 s
Craving Level:	30	10:01:23 at 198.9713 s
Craving Level:	30	10:01:23 at 199.1411 s
Craving Level:	30	10:01:24 at 199.364 s
Craving Level:	30	10:01:24 at 199.5309 s
Craving Level:	30	10:01:24 at 199.7527 s
Craving Level:	30	10:01:24 at 199.9761 s
Craving Level:	30	10:01:24 at 200.1447 s
Craving Level:	30	10:01:25 at 200.3675 s
Craving Level:	30	10:01:25 at 200.5348 s
Craving Level:	30	10:01:25 at 200.7566 s
Craving Level:	30	10:01:25 at 200.9274 s
Craving Level:	30	10:01:25 at 201.1505 s
Craving Level:	30	10:01:26 at 201.3741 s
Craving Level:	30	10:01:26 at 201.5411 s
Craving Level:	30	10:01:26 at 201.7638 s
Craving Level:	30	10:01:26 at 201.9309 s
Craving Level:	30	10:01:26 at 202.155 s
Craving Level:	30	10:01:27 at 202.3282 s
Craving Level:	30	10:01:27 at 202.5468 s
Craving Level:	30	10:01:27 at 202.7693 s
Craving Level:	30	10:01:27 at 202.9367 s
Craving Level:	30	10:01:27 at 203.1613 s
Craving Level:	30	10:01:28 at 203.3287 s
Craving Level:	30	10:01:28 at 203.551 s
Craving Level:	30	10:01:28 at 203.7735 s
Craving Level:	30	10:01:28 at 203.9409 s
Craving Level:	30	10:01:28 at 204.1647 s
Craving Level:	30	10:01:29 at 204.3319 s
Craving Level:	30	10:01:29 at 204.554 s
Craving Level:	30	10:01:29 at 204.776 s
Craving Level:	30	10:01:29 at 204.9436 s
Craving Level:	30	10:01:29 at 205.1689 s
Craving Level:	30	10:01:30 at 205.336 s
Craving Level:	30	10:01:30 at 205.5596 s
Craving Level:	30	10:01:30 at 205.7265 s
Craving Level:	30	10:01:30 at 205.9485 s
Craving Level:	30	10:01:30 at 206.1743 s
Craving Level:	30	10:01:31 at 206.3416 s
Craving Level:	30	10:01:31 at 206.5645 s
Craving Level:	30	10:01:31 at 206.7313 s
Craving Level:	30	10:01:31 at 206.9539 s
Craving Level:	30	10:01:31 at 207.1266 s
Craving Level:	30	10:01:32 at 207.345 s
Craving Level:	30	10:01:32 at 207.5693 s
Craving Level:	30	10:01:32 at 207.7377 s
Craving Level:	30	10:01:32 at 207.9596 s
Craving Level:	30	10:01:32 at 208.1281 s
Craving Level:	30	10:01:33 at 208.3499 s
Craving Level:	30	10:01:33 at 208.572 s
Craving Level:	30	10:01:33 at 208.7397 s
Craving Level:	30	10:01:33 at 208.962 s
Craving Level:	30	10:01:33 at 209.1311 s
Craving Level:	30	10:01:34 at 209.3534 s
Craving Level:	30	10:01:34 at 209.5757 s
Craving Level:	30	10:01:34 at 209.7433 s
Craving Level:	30	10:01:34 at 209.9664 s
Craving Level:	30	10:01:34 at 210.135 s
Craving Level:	30	10:01:35 at 210.3254 s
Craving Level:	30	10:01:35 at 210.5431 s
Craving Level:	30	10:01:35 at 210.7648 s
Craving Level:	30	10:01:35 at 210.9322 s
Craving Level:	30	10:01:35 at 211.158 s
Craving Level:	30	10:01:36 at 211.3282 s
Craving Level:	30	10:01:36 at 211.5507 s
Craving Level:	30	10:01:36 at 211.773 s
Craving Level:	30	10:01:36 at 211.9415 s
Craving Level:	30	10:01:36 at 212.1666 s
Craving Level:	30	10:01:37 at 212.3339 s
Craving Level:	30	10:01:37 at 212.5559 s
Craving Level:	30	10:01:37 at 212.7265 s
Craving Level:	30	10:01:37 at 212.9459 s
Craving Level:	30	10:01:37 at 213.1706 s
Craving Level:	30	10:01:38 at 213.3386 s
Craving Level:	30	10:01:38 at 213.5619 s
Craving Level:	30	10:01:38 at 213.7301 s
Craving Level:	30	10:01:38 at 213.9526 s
Craving Level:	30	10:01:38 at 214.1273 s
Craving Level:	30	10:01:39 at 214.3453 s
Craving Level:	30	10:01:39 at 214.5682 s
Craving Level:	30	10:01:39 at 214.7356 s
Craving Level:	30	10:01:39 at 214.9582 s
Craving Level:	30	10:01:39 at 215.1271 s
Craving Level:	30	10:01:40 at 215.3515 s
Craving Level:	30	10:01:40 at 215.5741 s
Craving Level:	30	10:01:40 at 215.7413 s
Craving Level:	30	10:01:40 at 215.9636 s
Craving Level:	30	10:01:40 at 216.1326 s
Craving Level:	30	10:01:41 at 216.3549 s
Craving Level:	30	10:01:41 at 216.5259 s
Craving Level:	30	10:01:41 at 216.745 s
Craving Level:	30	10:01:41 at 216.9662 s
Craving Level:	30	10:01:41 at 217.1357 s
Craving Level:	30	10:01:42 at 217.3584 s
Craving Level:	30	10:01:42 at 217.5269 s
